Carol	F	30388	1945
Sandra	F	24701	1945
Nancy	F	21454	1945
Sharon	F	20835	1945
Judith	F	20187	1945
Susan	F	19224	1945
James	M	74450	1945
Robert	M	69931	1945
John	M	66124	1945
William	M	50212	1945
Richard	M	46045	1945
David	M	37094	1945
Charles	M	32463	1945
Thomas	M	31872	1945
Michael	M	29907	1945
Ronald	M	23666	1945
Mary	F	67465	1946
Linda	F	52709	1946
Patricia	F	46297	1946
Barbara	F	45121	1946
Carol	F	34282	1946
Sandra	F	31691	1946
Nancy	F	28343	1946
Susan	F	28268	1946
Sharon	F	27824	1946
Judith	F	22307	1946
James	M	87425	1946
Robert	M	84137	1946
John	M	79259	1946
William	M	60038	1946
Richard	M	58862	1946
David	M	46435	1946
Michael	M	41182	1946
Thomas	M	38865	1946
Charles	M	38201	1946
Ronald	M	31850	1946
Linda	F	99685	1947
Mary	F	71686	1947
Patricia	F	51276	1947
Barbara	F	48791	1947
Sandra	F	34776	1947
Carol	F	33538	1947
Nancy	F	32443	1947
Susan	F	31953	1947
Sharon	F	28535	1947
Donna	F	23518	1947
James	M	94762	1947
Robert	M	91641	1947
John	M	88319	1947
William	M	66977	1947
Richard	M	58515	1947
David	M	57801	1947
Michael	M	50499	1947
Thomas	M	44833	1947
Charles	M	40771	1947
Larry	M	34935	1947
Linda	F	96210	1948
Mary	F	68595	1948
Barbara	F	46829	1948
Patricia	F	46136	1948
Susan	F	35984	1948
Sandra	F	31060	1948
Nancy	F	29412	1948
Carol	F	28982	1948
Sharon	F	26141	1948
Kathleen	F	23256	1948
