Anna	F	11865	1914
Mildred	F	11649	1914
Elizabeth	F	11367	1914
Frances	F	9677	1914
Marie	F	8829	1914
John	M	37948	1914
William	M	29754	1914
James	M	26263	1914
Robert	M	21188	1914
Joseph	M	18829	1914
George	M	17603	1914
Charles	M	16937	1914
Edward	M	12318	1914
Frank	M	12002	1914
Walter	M	8962	1914
Mary	F	58187	1915
Helen	F	30866	1915
Dorothy	F	25154	1915
Margaret	F	23055	1915
Ruth	F	21880	1915
Mildred	F	15253	1915
Anna	F	15119	1915
Elizabeth	F	14103	1915
Frances	F	12787	1915
Evelyn	F	11595	1915
John	M	47577	1915
William	M	38564	1915
James	M	33777	1915
Robert	M	28738	1915
Joseph	M	23052	1915
George	M	22308	1915
Charles	M	21959	1915
Edward	M	15889	1915
Frank	M	15006	1915
Thomas	M	11490	1915
Mary	F	61438	1916
Helen	F	32662	1916
Dorothy	F	27415	1916
Margaret	F	24952	1916
Ruth	F	23189	1916
Mildred	F	15633	1916
Anna	F	15228	1916
Elizabeth	F	14939	1916
Frances	F	13746	1916
Virginia	F	12487	1916
John	M	50046	1916
William	M	40420	1916
James	M	35569	1916
Robert	M	31740	1916
Joseph	M	23883	1916
Charles	M	23612	1916
George	M	23379	1916
Edward	M	17005	1916
Frank	M	15292	1916
Thomas	M	11998	1916
Mary	F	64281	1917
Helen	F	34251	1917
Dorothy	F	28852	1917
Margaret	F	25560	1917
Ruth	F	23567	1917
Mildred	F	16257	1917
Anna	F	15161	1917
Elizabeth	F	15131	1917
Frances	F	14363	1917
Virginia	F	14261	1917
John	M	51852	1917
William	M	42422	1917
James	M	37340	1917
Robert	M	35220	1917
Joseph	M	24762	1917
George	M	24196	1917
Charles	M	24145	1917
Edward	M	17502	1917
Frank	M	15769	1917
Thomas	M	12611	1917
Mary	F	67368	1918
Helen	F	36148	1918
Dorothy	F	32034	1918
Margaret	F	27140	1918
Ruth	F	25535	1918
Mildred	F	17258	1918
Virginia	F	16421	1918
Frances	F	16131	1918
Elizabeth	F	15852	1918
Anna	F	15666	1918
John	M	56559	1918
William	M	45290	1918
James	M	42120	1918
Robert	M	40620	1918
Charles	M	26923	1918
George	M	26321	1918
Joseph	M	26263	1918
Edward	M	19490	1918
Frank	M	17018	1918
Thomas	M	13910	1918
Mary	F	65842	1919
Helen	F	33705	1919
Dorothy	F	31735	1919
Margaret	F	26237	1919
Ruth	F	24565	1919
Mildred	F	17300	1919
Virginia	F	15637	1919
Elizabeth	F	15287	1919
Frances	F	15107	1919
Anna	F	14498	1919
John	M	53528	1919
William	M	43972	1919
James	M	42389	1919
Robert	M	41027	1919
Charles	M	25193	1919
George	M	25171	1919
Joseph	M	24264	1919
Edward	M	18534	1919
Frank	M	15702	1919
Thomas	M	13433	1919
Mary	F	70975	1920
Dorothy	F	36645	1920
Helen	F	35097	1920
Margaret	F	27997	1920
Ruth	F	26101	1920
Mildred	F	18058	1920
Virginia	F	17315	1920
Elizabeth	F	15910	1920
Frances	F	15883	1920
Anna	F	14580	1920
John	M	56916	1920
William	M	50152	1920
Robert	M	48681	1920
James	M	47913	1920
Charles	M	28309	1920
George	M	26892	1920
Joseph	M	25591	1920
Edward	M	20098	1920
Frank	M	16432	1920
Richard	M	15009	1920
Mary	F	73983	1921
Dorothy	F	39084	1921
